Incident Number,Date of Incident,Application,Severity,Owner,Caused by Change,Incident Description,Timeline
INC1850056,11 Jun 2024,GWE- UK Institutional,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on GWE- UK Institutional.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on GWE- UK Institutional.'}","2:02 PM ET: Outage detected at GWE- UK Institutional, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
INC1850057,24 Mar 2024,MX0- Mexico Website,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on MX0- Mexico Website.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on MX0- Mexico Website.'}","2:02 PM ET: Outage detected at MX0- Mexico Website, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
INC1850058,15 Jan 2024,GAS- Global Portal,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on GAS- Global Portal.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on GAS- Global Portal.'}","2:02 PM ET: Outage detected at GAS- Global Portal, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
INC1850059,01 Aug 2024,CAW- Canada Website,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on CAW- Canada Website.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on CAW- Canada Website.'}","2:02 PM ET: Outage detected at CAW- Canada Website, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
INC1850060,29 Mar 2024,DAC-INTERNATIONAL DATA ANALYTICS,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on DAC-INTERNATIONAL DATA ANALYTICS.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on DAC-INTERNATIONAL DATA ANALYTICS.'}","2:02 PM ET: Outage detected at DAC-INTERNATIONAL DATA ANALYTICS, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
INC1850061,15 Sep 2024,GWE- UK Institutional,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on GWE- UK Institutional.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on GWE- UK Institutional.'}","2:02 PM ET: Outage detected at GWE- UK Institutional, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
INC1850062,24 Feb 2024,IT0- Italy Website,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on IT0- Italy Website.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on IT0- Italy Website.'}","2:02 PM ET: Outage detected at IT0- Italy Website, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
INC1850063,12 Nov 2024,DAC-INTERNATIONAL DATA ANALYTICS,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on DAC-INTERNATIONAL DATA ANALYTICS.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on DAC-INTERNATIONAL DATA ANALYTICS.'}","2:02 PM ET: Outage detected at DAC-INTERNATIONAL DATA ANALYTICS, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
INC1850064,28 Aug 2024,GAS- Global Portal,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on GAS- Global Portal.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on GAS- Global Portal.'}","2:02 PM ET: Outage detected at GAS- Global Portal, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
INC1850065,03 Jul 2024,GWE- UK Institutional,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on GWE- UK Institutional.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on GWE- UK Institutional.'}","2:02 PM ET: Outage detected at GWE- UK Institutional, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
INC1850066,24 Jan 2024,GAS- Global Portal,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on GAS- Global Portal.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on GAS- Global Portal.'}","2:02 PM ET: Outage detected at GAS- Global Portal, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
INC1850067,01 Jun 2024,IT0- Italy Website,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on IT0- Italy Website.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on IT0- Italy Website.'}","2:02 PM ET: Outage detected at IT0- Italy Website, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
INC1850068,01 Jan 2024,CAW- Canada Website,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on CAW- Canada Website.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on CAW- Canada Website.'}","2:02 PM ET: Outage detected at CAW- Canada Website, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
INC1850069,25 May 2024,IT0- Italy Website,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on IT0- Italy Website.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on IT0- Italy Website.'}","2:02 PM ET: Outage detected at IT0- Italy Website, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
INC1850070,07 Jan 2024,DAC-INTERNATIONAL DATA ANALYTICS,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on DAC-INTERNATIONAL DATA ANALYTICS.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on DAC-INTERNATIONAL DATA ANALYTICS.'}","2:02 PM ET: Outage detected at DAC-INTERNATIONAL DATA ANALYTICS, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
INC1850071,27 Jun 2024,MX0- Mexico Website,2,CTO and AWS vendor,AWS regional issue,"{'summary': 'AWS regional issue impacted services like Kinesis, Lambda, affecting operations including log ingestion into splunk, impacting troubleshooting efforts. High impact on MX0- Mexico Website.', 'resolution': 'Manually recreated terminated webservers after AWS Lambda failure.', 'client_impact': 'Service was down or partially available. High impact on MX0- Mexico Website.'}","2:02 PM ET: Outage detected at MX0- Mexico Website, alerts received.
2:05 PM ET: Issue reported to MIM channel.
2:20 PM ET: Troubleshooting with CTO started.
2:45 PM ET: Issue with Lambda and Kinesis identified as cause.
3:00 PM ET: Permission granted to manually recreate webservers.
3:18 PM ET: Service restored, post-checks initiated."
